Cliente,Genero,Aposentado,Casado,Dependentes,T_Empregado,ServiçoLinha,MultiplasLinhas,ServicoInternet,SegurancaOnline,OnlineBackup,ProtecaoEquip,SeguroAdicional,StreamingTV,FilmesStreaming,TIpoContrato,ContaImpresso,MetodoPagamento,ValorPlano,ContaTotal,Churn
"2034-CGRHZ,""Masculino"",1,""nao"",""nao"",24,""sim"",""sim"",""Fibra otica"",""nao"",""sim"",""sim"",""nao"",""sim"",""sim"",""Pre-pago"",""sim"",""Cartao de Credito"",102.950000,2496.700000,""sim"""
"5797-APWZC,""Feminino"",0,""nao"",""nao"",1,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""sim"",""sim"",""Pre-pago"",""nao"",""Debito na conta"",90.600000,90.600000,""sim"""
"3683-QKIUE,""Feminino"",0,""nao"",""nao"",6,""sim"",""nao"",""DSL"",""nao"",""nao"",""nao"",""sim"",""nao"",""nao"",""Pre-pago"",""sim"",""Transferencia"",50.800000,288.050000,""sim"""
"4228-ZGYUW,""Masculino"",0,""nao"",""nao"",4,""sim"",""sim"",""Fibra otica"",""nao"",""sim"",""nao"",""nao"",""nao"",""sim"",""Pre-pago"",""sim"",""Debito na conta"",90.050000,368.100000,""sim"""
"9031-ZVQPT,""Masculino"",0,""sim"",""nao"",72,""sim"",""sim"",""Fibra otica"",""nao"",""sim"",""sim"",""sim"",""sim"",""sim"",""Fidelizacao"",""sim"",""Debito na conta"",108.200000,7840.600000,""nao"""
"2990-IAJSV,""Masculino"",0,""nao"",""nao"",72,""sim"",""sim"",""DSL"",""sim"",""sim"",""sim"",""sim"",""sim"",""sim"",""Fidelizacao"",""nao"",""Transferencia"",92.000000,6632.750000,""nao"""
"8107-KNCIM,""Masculino"",1,""sim"",""nao"",14,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Debito na conta"",75.100000,1013.350000,""nao"""
"9027-YFHQJ,""Masculino"",0,""nao"",""nao"",7,""sim"",""sim"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pre-pago"",""sim"",""Transferencia"",25.050000,152.950000,""nao"""
"5176-LDKUH,""Feminino"",0,""nao"",""nao"",48,""sim"",""nao"",""Fibra otica"",""nao"",""sim"",""nao"",""nao"",""nao"",""nao"",""Pos-pago"",""nao"",""Debito na conta"",75.150000,3772.650000,""nao"""
"4644-OBGFZ,""Masculino"",0,""sim"",""sim"",55,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pos-pago"",""nao"",""Conta Correio"",19.500000,1026.350000,""nao"""
"7926-IJOOU,""Masculino"",0,""nao"",""nao"",1,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pre-pago"",""nao"",""Cartao de Credito"",19.300000,19.300000,""nao"""
"6480-YAGIY,""Masculino"",0,""nao"",""nao"",45,""sim"",""nao"",""Fibra otica"",""sim"",""sim"",""sim"",""sim"",""sim"",""sim"",""Pos-pago"",""nao"",""Cartao de Credito"",112.200000,5031.850000,""nao"""
"4029-HPFVY,""Masculino"",0,""nao"",""nao"",3,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Conta Correio"",70.300000,220.400000,""nao"""
"7602-DBTOU,""Feminino"",0,""sim"",""nao"",71,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""nao"",""Conta Correio"",19.600000,1416.500000,""nao"""
"5345-BMKWB,""Masculino"",0,""sim"",""nao"",8,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pre-pago"",""nao"",""Conta Correio"",20.250000,158.350000,""nao"""
"3519-ZKXGG,""Feminino"",0,""sim"",""nao"",3,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Debito na conta"",75.850000,256.600000,""sim"""
"5457-COLHT,""Masculino"",0,""sim"",""sim"",69,""sim"",""nao"",""DSL"",""sim"",""sim"",""nao"",""sim"",""sim"",""sim"",""Fidelizacao"",""nao"",""Transferencia"",80.650000,5542.550000,""nao"""
"6416-TVAIH,""Masculino"",0,""sim"",""sim"",1,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Debito na conta"",68.500000,68.500000,""sim"""
"5451-YHYPW,""Feminino"",1,""sim"",""nao"",72,""sim"",""sim"",""Fibra otica"",""sim"",""sim"",""sim"",""sim"",""sim"",""sim"",""Fidelizacao"",""sim"",""Cartao de Credito"",115.750000,8443.700000,""nao"""
"5108-ADXWO,""Masculino"",0,""nao"",""nao"",11,""sim"",""nao"",""Fibra otica"",""sim"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Debito na conta"",73.500000,791.750000,""sim"""
"7998-WNZEM,""Masculino"",0,""nao"",""nao"",71,""sim"",""sim"",""DSL"",""sim"",""sim"",""sim"",""sim"",""nao"",""sim"",""Fidelizacao"",""nao"",""Transferencia"",80.600000,5708.200000,""nao"""
"3066-RRJIO,""Feminino"",0,""nao"",""nao"",1,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Conta Correio"",69.950000,69.950000,""sim"""
"4664-NJCMS,""Feminino"",0,""sim"",""nao"",33,""nao"",""Sem servicos"",""DSL"",""sim"",""nao"",""sim"",""sim"",""sim"",""sim"",""Fidelizacao"",""nao"",""Transferencia"",59.550000,2016.300000,""nao"""
"0307-BCOPK,""Feminino"",0,""nao"",""nao"",16,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pos-pago"",""nao"",""Conta Correio"",19.050000,326.650000,""nao"""
"7629-WFGLW,""Feminino"",1,""sim"",""nao"",56,""sim"",""sim"",""Fibra otica"",""sim"",""sim"",""sim"",""sim"",""nao"",""nao"",""Pos-pago"",""nao"",""Debito na conta"",95.650000,5471.750000,""nao"""
"2542-HYGIQ,""Feminino"",0,""nao"",""nao"",1,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pre-pago"",""nao"",""Cartao de Credito"",19.950000,19.950000,""nao"""
"6715-OFDBP,""Masculino"",0,""nao"",""nao"",5,""sim"",""nao"",""DSL"",""nao"",""nao"",""sim"",""nao"",""sim"",""sim"",""Pre-pago"",""sim"",""Debito na conta"",70.050000,346.400000,""sim"""
"5016-LIPDW,""Masculino"",0,""sim"",""sim"",57,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pos-pago"",""nao"",""Conta Correio"",19.400000,1061.600000,""nao"""
"6481-LXPWL,""Masculino"",0,""sim"",""sim"",56,""nao"",""Sem servicos"",""DSL"",""nao"",""sim"",""sim"",""nao"",""nao"",""nao"",""Pos-pago"",""sim"",""Cartao de Credito"",36.100000,1971.500000,""nao"""
"1567-DSCIC,""Masculino"",0,""nao"",""nao"",8,""sim"",""sim"",""Fibra otica"",""nao"",""sim"",""sim"",""nao"",""sim"",""nao"",""Pre-pago"",""sim"",""Debito na conta"",94.000000,773.650000,""sim"""
"2150-UWTFY,""Feminino"",0,""sim"",""sim"",22,""sim"",""nao"",""DSL"",""sim"",""sim"",""sim"",""nao"",""nao"",""nao"",""Pre-pago"",""nao"",""Conta Correio"",61.150000,1422.050000,""sim"""
"6124-ACRHJ,""Feminino"",0,""nao"",""nao"",1,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pre-pago"",""nao"",""Conta Correio"",19.750000,19.750000,""nao"""
"9362-MWODR,""Feminino"",0,""nao"",""sim"",40,""sim"",""nao"",""DSL"",""sim"",""nao"",""nao"",""sim"",""sim"",""nao"",""Pre-pago"",""sim"",""Cartao de Credito"",64.100000,2460.350000,""nao"""
"9975-GPKZU,""Masculino"",0,""sim"",""sim"",46,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""nao"",""Cartao de Credito"",19.750000,856.500000,""nao"""
"9625-RZFUK,""Masculino"",0,""sim"",""sim"",63,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""nao"",""Conta Correio"",19.700000,1275.850000,""nao"""
"5153-LXKDT,""Masculino"",0,""sim"",""sim"",68,""sim"",""sim"",""Fibra otica"",""sim"",""sim"",""sim"",""nao"",""sim"",""sim"",""Fidelizacao"",""sim"",""Debito na conta"",110.200000,7467.500000,""nao"""
"5161-UBZXI,""Masculino"",0,""sim"",""sim"",69,""sim"",""nao"",""Fibra otica"",""sim"",""sim"",""nao"",""sim"",""sim"",""sim"",""Fidelizacao"",""sim"",""Cartao de Credito"",106.350000,7261.750000,""nao"""
"1020-JPQOW,""Feminino"",0,""sim"",""nao"",56,""sim"",""sim"",""Fibra otica"",""nao"",""sim"",""sim"",""sim"",""nao"",""nao"",""Pre-pago"",""nao"",""Debito na conta"",90.550000,5116.600000,""nao"""
"7919-ZODZZ,""Feminino"",0,""sim"",""sim"",10,""sim"",""nao"",""DSL"",""nao"",""sim"",""sim"",""nao"",""nao"",""sim"",""Pos-pago"",""sim"",""Conta Correio"",65.900000,660.050000,""nao"""
"0565-JUPYD,""Masculino"",0,""nao"",""nao"",63,""sim"",""sim"",""Fibra otica"",""sim"",""sim"",""sim"",""sim"",""sim"",""nao"",""Pos-pago"",""nao"",""Cartao de Credito"",104.500000,6590.800000,""nao"""
"6867-ACCZI,""Feminino"",0,""sim"",""sim"",24,""nao"",""Sem servicos"",""DSL"",""sim"",""sim"",""sim"",""sim"",""nao"",""sim"",""Fidelizacao"",""sim"",""Conta Correio"",52.500000,1208.150000,""nao"""
"5939-XAIXZ,""Feminino"",0,""nao"",""nao"",19,""sim"",""sim"",""DSL"",""nao"",""nao"",""sim"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Conta Correio"",56.100000,1033.900000,""nao"""
"9054-FOWNV,""Masculino"",0,""sim"",""sim"",22,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""sim"",""nao"",""sim"",""nao"",""Pre-pago"",""sim"",""Debito na conta"",88.750000,1885.150000,""nao"""
"2683-BPJSO,""Masculino"",0,""sim"",""nao"",29,""sim"",""sim"",""Fibra otica"",""sim"",""sim"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Debito na conta"",84.450000,2467.100000,""sim"""
"2157-MXBJS,""Masculino"",0,""sim"",""nao"",13,""sim"",""sim"",""DSL"",""nao"",""nao"",""sim"",""nao"",""sim"",""sim"",""Pos-pago"",""sim"",""Conta Correio"",75.300000,989.450000,""sim"""
"8207-VVMYB,""Feminino"",0,""sim"",""nao"",70,""sim"",""sim"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""sim"",""Transferencia"",26.000000,2006.950000,""nao"""
"9732-EQMWY,""Feminino"",0,""sim"",""nao"",49,""sim"",""nao"",""Fibra otica"",""nao"",""sim"",""sim"",""nao"",""sim"",""sim"",""Pre-pago"",""nao"",""Debito na conta"",99.400000,5025.000000,""nao"""
"9360-AHGNL,""Feminino"",1,""sim"",""nao"",43,""sim"",""sim"",""Fibra otica"",""sim"",""nao"",""sim"",""sim"",""sim"",""sim"",""Pos-pago"",""sim"",""Conta Correio"",109.550000,4830.250000,""sim"""
"1087-UDSIH,""Feminino"",0,""nao"",""nao"",3,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pre-pago"",""sim"",""Conta Correio"",19.600000,59.750000,""sim"""
"5269-NRGDP,""Masculino"",0,""sim"",""sim"",42,""sim"",""nao"",""DSL"",""nao"",""nao"",""sim"",""sim"",""sim"",""sim"",""Pos-pago"",""nao"",""Debito na conta"",73.150000,3088.250000,""nao"""
"6195-MELTI,""Masculino"",0,""nao"",""nao"",57,""sim"",""nao"",""DSL"",""nao"",""sim"",""nao"",""sim"",""nao"",""nao"",""Pos-pago"",""sim"",""Conta Correio"",54.650000,3134.700000,""nao"""
"5485-WUYWF,""Masculino"",1,""nao"",""nao"",2,""sim"",""nao"",""DSL"",""sim"",""nao"",""sim"",""nao"",""sim"",""nao"",""Pre-pago"",""nao"",""Transferencia"",66.400000,94.550000,""sim"""
"2121-JAFOM,""Feminino"",0,""sim"",""nao"",72,""sim"",""sim"",""Fibra otica"",""sim"",""sim"",""sim"",""sim"",""sim"",""sim"",""Fidelizacao"",""sim"",""Cartao de Credito"",115.550000,8312.400000,""nao"""
"8818-DOPVL,""Feminino"",1,""nao"",""nao"",46,""sim"",""sim"",""Fibra otica"",""nao"",""sim"",""sim"",""nao"",""sim"",""sim"",""Pre-pago"",""sim"",""Debito na conta"",104.450000,4863.850000,""nao"""
"2632-UCGVD,""Masculino"",1,""sim"",""nao"",66,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""nao"",""sim"",""sim"",""sim"",""Pre-pago"",""sim"",""Cartao de Credito"",100.050000,6871.900000,""sim"""
"5445-PZWGX,""Masculino"",0,""nao"",""nao"",62,""sim"",""sim"",""Fibra otica"",""sim"",""sim"",""nao"",""sim"",""nao"",""sim"",""Pos-pago"",""nao"",""Debito na conta"",102.000000,6529.250000,""sim"""
"1227-UDMZR,""Feminino"",0,""sim"",""nao"",72,""sim"",""sim"",""DSL"",""sim"",""sim"",""sim"",""sim"",""sim"",""sim"",""Fidelizacao"",""sim"",""Transferencia"",91.150000,6637.900000,""nao"""
"5198-HQAEN,""Masculino"",0,""sim"",""sim"",35,""sim"",""nao"",""Fibra otica"",""nao"",""sim"",""nao"",""sim"",""sim"",""nao"",""Pos-pago"",""sim"",""Debito na conta"",89.700000,3165.600000,""nao"""
"9170-CCKOU,""Masculino"",0,""sim"",""nao"",17,""sim"",""sim"",""Fibra otica"",""sim"",""sim"",""sim"",""nao"",""nao"",""nao"",""Pre-pago"",""nao"",""Cartao de Credito"",90.200000,1454.150000,""sim"""
"2167-FQSTQ,""Feminino"",0,""sim"",""nao"",72,""sim"",""sim"",""DSL"",""sim"",""sim"",""sim"",""sim"",""sim"",""sim"",""Fidelizacao"",""sim"",""Debito na conta"",92.400000,6786.100000,""nao"""
"2819-GWENI,""Feminino"",0,""sim"",""sim"",28,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pos-pago"",""nao"",""Conta Correio"",19.900000,543.000000,""nao"""
"1043-YCUTE,""Masculino"",0,""sim"",""nao"",56,""sim"",""sim"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""sim"",""Cartao de Credito"",25.150000,1327.150000,""sim"""
"3814-MLAXC,""Feminino"",0,""nao"",""nao"",31,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""nao"",""sim"",""nao"",""nao"",""Pre-pago"",""sim"",""Cartao de Credito"",79.850000,2404.150000,""sim"""
"3572-UUHRS,""Masculino"",0,""nao"",""nao"",45,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pos-pago"",""nao"",""Transferencia"",18.850000,867.300000,""nao"""
"2692-PFYTJ,""Feminino"",0,""nao"",""nao"",1,""sim"",""sim"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pre-pago"",""sim"",""Conta Correio"",25.750000,25.750000,""nao"""
"1226-UDFZR,""Feminino"",0,""nao"",""nao"",2,""sim"",""nao"",""DSL"",""nao"",""sim"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Conta Correio"",49.600000,114.700000,""sim"""
"5955-EPOAZ,""Feminino"",0,""nao"",""nao"",6,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pre-pago"",""sim"",""Conta Correio"",20.950000,109.500000,""nao"""
"6821-JPCDC,""Feminino"",0,""sim"",""nao"",48,""sim"",""nao"",""Fibra otica"",""nao"",""sim"",""sim"",""nao"",""sim"",""sim"",""Pos-pago"",""sim"",""Debito na conta"",97.050000,4692.950000,""nao"""
"8815-LMFLX,""Masculino"",0,""sim"",""sim"",25,""sim"",""sim"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pre-pago"",""sim"",""Transferencia"",25.400000,546.850000,""nao"""
"9135-HSWOC,""Masculino"",0,""sim"",""sim"",64,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""sim"",""Transferencia"",19.700000,1274.050000,""nao"""
"8582-KRHPJ,""Masculino"",0,""nao"",""nao"",50,""nao"",""Sem servicos"",""DSL"",""sim"",""sim"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Conta Correio"",35.000000,1782.400000,""nao"""
"5811-IWXYM,""Feminino"",0,""sim"",""sim"",52,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""sim"",""nao"",""sim"",""sim"",""Pos-pago"",""nao"",""Transferencia"",101.250000,5301.100000,""nao"""
"7044-YAACC,""Masculino"",1,""sim"",""nao"",4,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Debito na conta"",70.200000,280.350000,""nao"""
"8189-XRIKE,""Feminino"",1,""nao"",""nao"",32,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""sim"",""sim"",""Pre-pago"",""nao"",""Debito na conta"",90.950000,2897.950000,""nao"""
"1506-YJTYT,""Masculino"",0,""sim"",""sim"",45,""sim"",""sim"",""DSL"",""sim"",""sim"",""nao"",""sim"",""sim"",""nao"",""Fidelizacao"",""nao"",""Cartao de Credito"",73.850000,3371.000000,""nao"""
"4123-DVHPH,""Masculino"",0,""sim"",""nao"",9,""sim"",""sim"",""Fibra otica"",""sim"",""nao"",""nao"",""nao"",""nao"",""sim"",""Pre-pago"",""sim"",""Debito na conta"",88.050000,801.300000,""nao"""
"6425-YQLLO,""Feminino"",1,""sim"",""nao"",66,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""sim"",""sim"",""sim"",""sim"",""Pos-pago"",""sim"",""Cartao de Credito"",105.950000,6975.250000,""sim"""
"5442-UTCVD,""Masculino"",0,""nao"",""sim"",3,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""sim"",""nao"",""nao"",""sim"",""Pre-pago"",""nao"",""Debito na conta"",91.850000,257.050000,""sim"""
"2228-BZDEE,""Feminino"",0,""nao"",""nao"",54,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""nao"",""Conta Correio"",20.100000,1079.450000,""nao"""
"7734-DBOAI,""Feminino"",0,""sim"",""sim"",1,""nao"",""Sem servicos"",""DSL"",""nao"",""nao"",""nao"",""sim"",""sim"",""nao"",""Pre-pago"",""nao"",""Debito na conta"",40.100000,40.100000,""sim"""
"2789-CZANW,""Feminino"",0,""sim"",""sim"",64,""sim"",""sim"",""Fibra otica"",""sim"",""sim"",""nao"",""sim"",""sim"",""sim"",""Fidelizacao"",""nao"",""Transferencia"",110.300000,6997.300000,""nao"""
"2091-RFFBA,""Feminino"",1,""nao"",""nao"",31,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Debito na conta"",73.900000,2217.150000,""sim"""
"2114-MGINA,""Feminino"",0,""nao"",""nao"",14,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""sim"",""sim"",""Pre-pago"",""sim"",""Conta Correio"",89.800000,1129.100000,""sim"""
"7596-LDUXP,""Feminino"",0,""nao"",""nao"",12,""sim"",""nao"",""Fibra otica"",""sim"",""nao"",""nao"",""nao"",""sim"",""nao"",""Pos-pago"",""sim"",""Cartao de Credito"",85.150000,979.050000,""nao"""
"3740-RLMVT,""Masculino"",1,""sim"",""nao"",67,""sim"",""nao"",""DSL"",""sim"",""sim"",""nao"",""sim"",""nao"",""nao"",""Pos-pago"",""sim"",""Transferencia"",60.950000,4119.400000,""nao"""
"4489-SNOJF,""Feminino"",0,""sim"",""sim"",35,""sim"",""sim"",""DSL"",""sim"",""nao"",""sim"",""sim"",""sim"",""nao"",""Pre-pago"",""nao"",""Debito na conta"",72.250000,2568.550000,""sim"""
"2192-OZITF,""Feminino"",0,""nao"",""nao"",45,""sim"",""sim"",""DSL"",""sim"",""nao"",""nao"",""sim"",""nao"",""sim"",""Fidelizacao"",""nao"",""Conta Correio"",73.550000,3349.100000,""nao"""
"5651-CPDND,""Masculino"",0,""nao"",""nao"",10,""sim"",""nao"",""DSL"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""nao"",""Conta Correio"",46.000000,492.100000,""nao"""
"2186-QZEYA,""Feminino"",1,""nao"",""nao"",29,""sim"",""sim"",""DSL"",""sim"",""sim"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Transferencia"",58.550000,1718.950000,""nao"""
"1131-ALZWV,""Feminino"",0,""nao"",""nao"",24,""sim"",""sim"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pos-pago"",""nao"",""Transferencia"",24.600000,605.250000,""nao"""
"7729-XBTWX,""Masculino"",0,""sim"",""sim"",66,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""sim"",""Conta Correio"",19.750000,1344.500000,""nao"""
"9134-WYRVP,""Masculino"",0,""nao"",""nao"",51,""sim"",""nao"",""Fibra otica"",""sim"",""nao"",""nao"",""nao"",""sim"",""nao"",""Pos-pago"",""nao"",""Conta Correio"",86.350000,4267.150000,""nao"""
"3284-SVCRO,""Feminino"",0,""sim"",""nao"",45,""sim"",""sim"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""nao"",""Conta Correio"",25.500000,1121.050000,""nao"""
"9732-OUYRN,""Feminino"",0,""sim"",""nao"",49,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pos-pago"",""nao"",""Cartao de Credito"",19.000000,918.700000,""nao"""
"0559-CKHUS,""Feminino"",0,""sim"",""nao"",29,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""sim"",""Conta Correio"",19.550000,521.800000,""nao"""
"2931-SVLTV,""Masculino"",0,""sim"",""sim"",40,""sim"",""sim"",""Fibra otica"",""sim"",""sim"",""nao"",""sim"",""sim"",""sim"",""Pre-pago"",""sim"",""Cartao de Credito"",110.100000,4469.100000,""nao"""
"6899-PPEEA,""Feminino"",1,""nao"",""nao"",37,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""sim"",""sim"",""Pre-pago"",""sim"",""Debito na conta"",96.550000,3580.300000,""sim"""
"7504-UWHNB,""Masculino"",0,""nao"",""nao"",25,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""nao"",""Debito na conta"",69.750000,1729.350000,""nao"""
"2582-FFFZR,""Feminino"",0,""nao"",""nao"",22,""nao"",""Sem servicos"",""DSL"",""nao"",""nao"",""sim"",""nao"",""sim"",""sim"",""Pre-pago"",""sim"",""Debito na conta"",50.600000,1073.300000,""nao"""
"8908-NMQTX,""Masculino"",0,""nao"",""nao"",72,""nao"",""Sem servicos"",""DSL"",""sim"",""sim"",""sim"",""sim"",""sim"",""sim"",""Fidelizacao"",""sim"",""Transferencia"",65.600000,4566.500000,""nao"""
"2187-LZGPL,""Feminino"",0,""nao"",""nao"",7,""nao"",""Sem servicos"",""DSL"",""nao"",""sim"",""nao"",""nao"",""nao"",""sim"",""Pre-pago"",""sim"",""Cartao de Credito"",40.100000,293.300000,""sim"""
"1431-AIDJQ,""Masculino"",0,""sim"",""sim"",33,""sim"",""nao"",""DSL"",""nao"",""sim"",""sim"",""sim"",""sim"",""sim"",""Fidelizacao"",""nao"",""Cartao de Credito"",82.100000,2603.100000,""nao"""
"6288-LBEAR,""Feminino"",0,""nao"",""nao"",23,""sim"",""nao"",""Fibra otica"",""nao"",""sim"",""nao"",""sim"",""nao"",""nao"",""Pre-pago"",""sim"",""Conta Correio"",79.100000,1783.750000,""nao"""
"4597-NUCQV,""Masculino"",1,""nao"",""nao"",24,""sim"",""sim"",""Fibra otica"",""nao"",""sim"",""nao"",""nao"",""sim"",""sim"",""Pre-pago"",""sim"",""Debito na conta"",101.250000,2440.150000,""sim"""
"9019-QVLZD,""Feminino"",0,""nao"",""nao"",1,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""sim"",""nao"",""Pre-pago"",""nao"",""Debito na conta"",79.550000,79.550000,""sim"""
"8413-YNHNV,""Masculino"",0,""nao"",""nao"",69,""sim"",""sim"",""DSL"",""sim"",""sim"",""sim"",""sim"",""sim"",""sim"",""Fidelizacao"",""nao"",""Conta Correio"",90.650000,6322.100000,""nao"""
"5808-TOTXO,""Feminino"",0,""nao"",""sim"",3,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pos-pago"",""sim"",""Cartao de Credito"",20.550000,57.400000,""nao"""
"4369-NYSCF,""Masculino"",0,""nao"",""nao"",56,""sim"",""nao"",""DSL"",""nao"",""sim"",""nao"",""sim"",""sim"",""sim"",""Pos-pago"",""sim"",""Transferencia"",75.750000,4284.650000,""nao"""
"6333-YDVLT,""Masculino"",0,""nao"",""nao"",65,""sim"",""sim"",""Fibra otica"",""sim"",""nao"",""sim"",""sim"",""sim"",""sim"",""Pos-pago"",""sim"",""Cartao de Credito"",110.000000,7138.650000,""nao"""
"5324-KTGCG,""Masculino"",0,""sim"",""nao"",71,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pos-pago"",""nao"",""Debito na conta"",20.850000,1539.750000,""nao"""
"5599-HVLTW,""Feminino"",1,""nao"",""nao"",14,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""sim"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Transferencia"",80.350000,1058.100000,""nao"""
"7394-LWLYN,""Feminino"",0,""nao"",""nao"",2,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Debito na conta"",70.150000,123.800000,""nao"""
